o,u,t,p,u,t,/,2,0,1,8,-,1,1,-,2,0,.,c,s,v
145796637,MU,Bearish,$MU red today w/ 4 🐻 signals like SAR B/D. Sup/Res=34.78/37.48. Wanna short? https://goo.gl/Ju3P0Z
145795546,APRN,Bearish,"Finally could cover $APRN Jan:2 calls at target, avg 5.2¢, for 9¢ net gain. Out of this thing at last, with expected gains."
145794197,APRN,Bullish,$AMZN $APRN $EYES $NVDA $GNC look good
145792348,APRN,Bullish,$APRN Jumping in for a swing trade again.
145790088,APRN,Bullish,$AMZN good comeback $APRN is next to run up $market recover
145780783,APRN,Bullish,I&#39;m probably the only one who thinks $aprn is a $7 stock. #lol #onlytimewilltell
145777420,APRN,Bullish,$aprn like to see some margin calls on shorts
145776007,APRN,Bullish,$APRN Are we winning yet 🤑 Just a few more months 🙏
145767140,APRN,Bullish,$AMZN $NVDA $APRN $AAPL getting bought up quick
145766754,APRN,Bullish,$aprn still waiting for my$7 target......when i dunno...
145765996,APRN,Bullish,$AMZN $NVDA $APRN $AAPL $FB shorts covering like
145751833,APRN,Bullish,$TGT $APRN $GNC $NVDA $EYES bounce
145741597,APRN,Bearish,$APRN bankrupt in less than 6 months
145737283,APRN,Bullish,"$APRN one of the biggest screw up was to spend so much money to acquire weak customers, they have to scale down to a loyal base"
145737209,APRN,Bullish,"$APRN if BA struggles, how the “competition” aka small BA wannabe startups that are years behind are gonna make it?"
145737131,APRN,Bullish,"$APRN I didn’t invest at 10, I waited sub 2, at this level it’s worth the risk, if you can’t handle it, the S&amp;P500 is waiting you"
145737014,APRN,Bullish,"$APRN “Costco pilot coming to a halt indefinitely” and CEO actually said “As we enter 2019, we are targeting to resume in Costco” wtf"
145727729,APRN,Bearish,"$APRN Wait/see if $1 holds....

The risk buying today is FAR greater than it was at the IPO price.. Go ahead try see what happens."
145707949,APRN,Bullish,$APRN ready for takeoff. Wait for if slowly moving up
145796518,BABA,Bullish,$BABA no pain no gain
145791750,BABA,Bullish,$BABA Sentiment shifting to bullish across the market due to bounce off lows. Need to maintain current price or move up by EOD for reversal.
145789953,BABA,Bullish,$BABA Deal is coming. 200 ➕ to celebrate Christmas  and Chinese New Year. Peace and love 😍 ✌️❤️🎄🎄🎉🎉🎅🎅🍲🍲🎂🎂
145789078,BABA,Bullish,$NVDA $FB $BABA $AAPL buy everything before 2:00 pm .. buying and holding for few months at least
145786395,BABA,Bullish,"$KWEB reload @robrrrrt 

$CWEB $BILI $NIO $BABA $BIDU"
145785493,BABA,Bullish,$NVDA $BABA $FB $AAPL $DJI and $SPX will turn to green after 2:00 PM
145783966,BABA,Bullish,"$BABA BEST BLACK FRIDAY SALE in years, those who bought today will have an AWESOME Christmas!"
145783337,BABA,Bullish,"$BABA This was just a big BLACK FRIDAY sale, HFs loaded up"
145782974,BABA,Bullish,"Watching $AMZN $BABA bounce bot $1430&#39;s NOTE: $KO selling, we bottoming ..money back to FAANG ? $SPY $DIA $QQQ $FB $NFLX $GOOGL $AAPL $TSLA"
145782657,BABA,Bullish,"$BABA Added on bounce off lows, BABA is ready to move higher, PT &gt;$212"
145780671,BABA,Bullish,$BABA sooo many door opened recently to give space to the ones who are late in getting $$$ in a near future....great deals. Adding positions
145779522,BABA,Bullish,$BABA https://www.foxbusiness.com/politics/china-trade-deal-must-be-in-americas-best-interest-larry-kudlow
145778269,BABA,Bullish,$NVDA $170 $FB $170 $BABA $170 $AAPL $205 by Jan 1st  or 2nd Week 2019
145777653,BABA,Bullish,"$BABA Sell your house, Sell your cars, Sell your wife and Buy BABA. It&#39;s pure market monthly bear trap. Will rally next week."
145776757,BABA,Bullish,$NVDA $160 $FB $142 $BABA $155 $MU $39 $AAPL $186 on BLACK FRIDAY close .. hoping high expectation ... GLTA
145796520,TCEHY,Bullish,"$ATVI $EA $NVDA $TCEHY 

https://marketbrothersmedia.com/four-beaten-down-e-sports-stocks-to-look-into/"
145739638,TCEHY,Bullish,$IQ $BABA $JD $TCEHY USD/CNH has topped.  PBOC can keep current loose policy to help economy while letting dollar drop improve asset pricing
145737969,TCEHY,Bullish,$TCEHY
145720021,TCEHY,Bullish,$JD $KWEB $TCEHY Great summary of Hayden Capital&#39;s 3Q18 Letter -- Update and Long Thesis for JD.com  https://investoralmanac.com/2018/11/18/hayden-capital-3q18-letter-update-and-thesis-for-jd-com/
145715190,TCEHY,Bullish,$IQ $BABA $IDEX $JD $TCEHY http://www.atimes.com/article/mcgonegal-says-trade-war-with-china-is-almost-over/
145605516,TCEHY,Bearish,"$TCEHY not looking good PC revenue is dropping and their riot game company is being sued.  
 
http://www.espn.com/esports/story/_/id/25217685/riot-sued-gender-discrimination"
145603345,TCEHY,Bullish,$BABA $MSFT $CYOU $EXPR $JNJ $MU $AMD $TCEHY $JD  $BIDU #stocktobuynow #hotnow #tradealerts #fomostock via https://gearupinvestor.com/blog/best-stock-to-buy-right-now-november-2018/
145797182,AMD,Bullish,$AMD AMD to the moon. Lambos for everyone.
145797049,AMD,Bearish,$AMD Dont get too comfortable bulls. MU is also up and was downgraded today
145796432,AMD,Bullish,$AMD Just for shits and giggles Look at the one week chart an AMD you can’t make this shit up
145796222,AMD,Bullish,$AMD https://twitter.com/AMDServer/status/1064912775774912512?s=19
145796138,AMD,Bullish,$AMD  20+ close....
145795892,AMD,Bullish,$AMD Block the FOOLS !!
145795831,AMD,Bearish,$AMD  housing #&#39;s tomorrow with increased int rates will crash EVERYTHING for Turkey Day
145795504,AMD,Bearish,$AMD count down for a free fall.
145795358,AMD,Bullish,"$AMD wow, bought too late and sold to early...still made money.  shoulda woulda coulda, no remorse no regrets.  Nice recovery from premarket"
145795347,AMD,Bullish,$AMD $30 C 1/18/19 - looks to be a steal at .15-.20
145795299,AMD,Bullish,$AMD Break it! Break it!!!
145795078,AMD,Bullish,$AMD again strong bounce off 200dma with +D
145795015,AMD,Bullish,$AMD wait on pastor 27$ call. Winds blowing different direction
145794691,AMD,Bullish,$AMD thought i saw a gap fill open in the 22-24s area double check
145795848,MU,Bullish,$MU just imagine how fast this will rip higher once trade deal is announced and market starts recovering
145795123,MU,Bullish,$MU wondering why $AMAT up $2 ?
145794109,MU,Bullish,$MU I&#39;m bullish as hell LT but I just don&#39;t see any reason for ANYONE to be getting excited about any upside pops for a while.  GLTA
145794019,MU,Bullish,@tryingharder I have 29X my entry position at $59. My avg. is now 38.01 on a 29X position. $sqqq swind trade and $mu ACCUMULATE. GL
145793802,MU,Bullish,$AMD $MU boomski!
145793683,MU,Bullish,$AMD nice to see a +2 move off the LOD - and options volume vs OI rising - $NVDA $MU $INTC
145793633,MU,Bearish,$MU Only stock where down 1% is bullish.
145793506,MU,Bullish,$MU
145793078,MU,Bullish,From plan $TGT $MU $KSS $SQ $NVDA $AAPL $FB Posted update entry in the room &amp; traded $TGT $MU $BBY $TJX for a good Tuesday profit. GL!
145790953,MU,Bullish,"$MU/$SQ/$AAPL/$SPY/$FB Congrats to all peeps who sold this PRE-MARKET and who started their
Short positions 😂😂"
145790846,MU,Bearish,$MU Sell the bounce.
145790653,MU,Bullish,$MU buy the dump I mean dip lol
145790597,MU,Bearish,"$MU NVDA is very positive and AMD just flipped green

How&#39;s the red headed stepchild of tech doing?"
145790446,MU,Bearish,$mu another bullshit sadness. Kills all bag holders at huge tank than pumper scam buy back buy share at 34- not worth to be in. Scam
145794957,IQ,Bullish,$IQ LLLLLLOOOOOONNNNNNGGGGG
145793573,IQ,Bullish,"$IQ  “He believes that China would like to have a deal,&quot; Kudlow said in an interview with Fox Business Network Tuesday,"
145793041,IQ,Bullish,"$IQ Economics
Trump Optimistic for China Deal That Benefits U.S., Kudlow Says
By Terrence Dopp and Jennifer Jacobs Nov 20, 2018, 9:41 AM EST"
145792879,IQ,Bullish,$KEM my goal is always not to panic and sell on a low volume day.  Glad I held. $AMZN $IQ $CRON $TNDM $GE
145792358,IQ,Bullish,$NIO $iq https://www.google.com/amp/s/www.bloomberg.com/amp/news/articles/2018-11-20/trump-optimistic-for-china-deal-that-benefits-u-s-kudlow-says
145790759,IQ,Bullish,$IQ bouncing off the morning lows into the green
145790533,IQ,Bullish,$IQ Chinese love IQ more than we love Netflix
145790385,IQ,Bullish,$IQ I still like Amazon even if there was a recession
145789785,IQ,Bullish,$IQ sold my Facebook and got more IQ
145789523,IQ,Bullish,$IQ Selling all my Bitcoin and buying IQ
145788984,IQ,Bullish,"$IQ  
Sentiment moving higher! Now 83.64% YES WE CAN, MAKE AMERICA GREAT AGAIN"
145787901,IQ,Bearish,$IQ 12’s year end 🦍💨🇨🇳
145787783,IQ,Bullish,"$IQ  
Deng Yuwen says signs are pointing to the US-China trade war ending in November . Im  Doubling down (*_*) Mark iT"
145787297,IQ,Bullish,"$IQ  
The trade war could well end in November, with Donald Trump and Xi Jinping calling a truce  https://www.scmp.com/comment/insight-opinion/united-states/article/2170865/trade-war-could-well-end-november-donald-trump"
145787117,IQ,Bullish,"$IQ  
 What happens when Trump meets Xi Jinping at Argentina The Deal Happens end of Nov.(*_*)"
145786315,IQ,Bullish,$IQ  &quot;buy when everyone else is selling&quot; I often wonder who said that oh yeah Warren Buffett
145785765,IQ,Bullish,"$IQ Institution  etc.. almost own  all IQ stocks and they&#39;re not selling ,so why panic?"
145783372,IQ,Bullish,"$IQ  Krane Funds Advisors Llc  likes IQ buys 2,643,701 shares"
145782891,IQ,Bullish,$IQ did you all load up on this pre Black Friday sale?!
145781231,IQ,Bullish,$IQ people are loading the boat man
145779540,IQ,Bullish,$IQ we will be GREEN today!
145796905,TLRY,Bearish,"$TLRY TEN BILLION DOLLARS?

Are you guys insane?

It&#39;s pot, not good-played diamonds."
145791542,TLRY,Bearish,$TLRY Just waiting for the inevitable flush. You can’t go wrong shorting this. Way way way overvalued.
145790997,TLRY,Bearish,$TLRY slow burn
145789648,TLRY,Bullish,$TLRY Crypto TLRY!! I am All in$650k at $168!! I am super sure It will go $9472 in6month.Thats x9!! CEO brandan to be President of US 2020!!
145787697,TLRY,Bearish,$ACB.CA $ACB $TLRY $HMMJ.CA $CGC $WEED.CA $APH.CA $APHA $NBEV Who’s pumping and dumping before next Big Dip? 📉
145786820,TLRY,Bearish,$TLRY downward spiral
145785801,TLRY,Bullish,$NBEV Really? People still going to short when $TLRY  and $CRON are well in the green? You had your chance this morning dumb shordies
145784658,TLRY,Bullish,$TLRY marijuana now legal in Massachusetts!!!
145783140,TLRY,Bullish,$TLRY I think the 2$ spreads is a signal that 30-40% pump is coming..
145782995,TLRY,Bullish,"$NBEV About to break $4, following $TLRY  and $CRON"
145781717,TLRY,Bullish,"$APHA $MJ $TLRY $CRON $ACB $CGC Checkin&#39; that list, checkin&#39; it twice, gonna find out who&#39;s naughty and who deserves buds in their stocking."
145781244,TLRY,Bullish,$ACB.CA $ACB $TLRY $HMMJ.CA $CGC $WEED.CA $APH.CA $APHA $NBEV Seems like the the markets are finally ready for a reversal 📈
145781124,TLRY,Bullish,$TLRY us to make mj legal to smoke away their 401k
145781088,TLRY,Bullish,$TLRY best stock in this market.. lol
145780668,TLRY,Bullish,$TLRY 30-40% again???
145780607,TLRY,Bullish,$TLRY to the moon..
145780207,TLRY,Bullish,$TLRY you gotta get in $PXS right now it is moving fast. Heading to 4 dollar soon
145779876,TLRY,Bullish,$TLRY are we squeezing??? Bahaha
145779808,TLRY,Bullish,$TLRY again??
145796003,JD,Bearish,"$JD Dear bag holders, instead of encouraging people to continue to hold on; please piss off"
145795005,JD,Bearish,$JD I said it will fall to the teens and no one believed me lol
145794915,JD,Bullish,"$JD 
Manipulation exists everywhere in the markets, And fundamentals mean nothing right now.  Just....take advantage of the timing and hold"
145794147,JD,Bullish,"$JD  time to load? bought this on jd,com"
145793230,JD,Bearish,$JD short short short
145792639,JD,Bullish,$JD mm&#39;s pinning it here. This is where all the poor hedgies who got stopped out are being toldto puke out their position... at the lows
145791975,JD,Bearish,$JD rest of the market bounced nicely. Not. JD officially
145791906,JD,Bullish,"$SQ $JD $AMD $BZUN if you want to create a Christmas list,sort stocks under 40 RSI on Finviz, if due to a ER overreaction or tech sector BUY"
145796730,AMD,Bullish,$AMD  Kudlow said mkt will get back on track.  Temp correction and healthy.
145796614,AMD,Bullish,$AMD no worries - too much coffee today. :) we&#39;re good.  Not sure if last weeks watchlist went through or not. Looking for chips to rally.
145796637,MU,Bearish,$MU red today w/ 4 🐻 signals like SAR B/D. Sup/Res=34.78/37.48. Wanna short? https://goo.gl/Ju3P0Z
145797489,TLRY,Bullish,"$TLRY Hang in there guys
https://marketrealist.com/2018/11/tilrays-november-price-target-and-recommendation-update"
145797243,TLRY,Bearish,$TLRY Low volume. Way overpriced. Hit a triple top today. Good time to short. @StockAuthority
145797426,JD,Bullish,$JD 22$ 1/18 calls. Bought 👌🏽
145797203,JD,Bearish,$JD still no buyers at 19.75 maybe the buyers will come at 9.75
145795546,APRN,Bearish,"Finally could cover $APRN Jan:2 calls at target, avg 5.2¢, for 9¢ net gain. Out of this thing at last, with expected gains."
145794197,APRN,Bullish,$AMZN $APRN $EYES $NVDA $GNC look good
145792348,APRN,Bullish,$APRN Jumping in for a swing trade again.
145790088,APRN,Bullish,$AMZN good comeback $APRN is next to run up $market recover
145780783,APRN,Bullish,I&#39;m probably the only one who thinks $aprn is a $7 stock. #lol #onlytimewilltell
145777420,APRN,Bullish,$aprn like to see some margin calls on shorts
145776007,APRN,Bullish,$APRN Are we winning yet 🤑 Just a few more months 🙏
145767140,APRN,Bullish,$AMZN $NVDA $APRN $AAPL getting bought up quick
145766754,APRN,Bullish,$aprn still waiting for my$7 target......when i dunno...
145765996,APRN,Bullish,$AMZN $NVDA $APRN $AAPL $FB shorts covering like
145751833,APRN,Bullish,$TGT $APRN $GNC $NVDA $EYES bounce
145741597,APRN,Bearish,$APRN bankrupt in less than 6 months
145737283,APRN,Bullish,"$APRN one of the biggest screw up was to spend so much money to acquire weak customers, they have to scale down to a loyal base"
145737209,APRN,Bullish,"$APRN if BA struggles, how the “competition” aka small BA wannabe startups that are years behind are gonna make it?"
145737131,APRN,Bullish,"$APRN I didn’t invest at 10, I waited sub 2, at this level it’s worth the risk, if you can’t handle it, the S&amp;P500 is waiting you"
145737014,APRN,Bullish,"$APRN “Costco pilot coming to a halt indefinitely” and CEO actually said “As we enter 2019, we are targeting to resume in Costco” wtf"
145727729,APRN,Bearish,"$APRN Wait/see if $1 holds....

The risk buying today is FAR greater than it was at the IPO price.. Go ahead try see what happens."
145707949,APRN,Bullish,$APRN ready for takeoff. Wait for if slowly moving up
145796518,BABA,Bullish,$BABA no pain no gain
145791750,BABA,Bullish,$BABA Sentiment shifting to bullish across the market due to bounce off lows. Need to maintain current price or move up by EOD for reversal.
145789953,BABA,Bullish,$BABA Deal is coming. 200 ➕ to celebrate Christmas  and Chinese New Year. Peace and love 😍 ✌️❤️🎄🎄🎉🎉🎅🎅🍲🍲🎂🎂
145789078,BABA,Bullish,$NVDA $FB $BABA $AAPL buy everything before 2:00 pm .. buying and holding for few months at least
145786395,BABA,Bullish,"$KWEB reload @robrrrrt 

$CWEB $BILI $NIO $BABA $BIDU"
145785493,BABA,Bullish,$NVDA $BABA $FB $AAPL $DJI and $SPX will turn to green after 2:00 PM
145783966,BABA,Bullish,"$BABA BEST BLACK FRIDAY SALE in years, those who bought today will have an AWESOME Christmas!"
145783337,BABA,Bullish,"$BABA This was just a big BLACK FRIDAY sale, HFs loaded up"
145782974,BABA,Bullish,"Watching $AMZN $BABA bounce bot $1430&#39;s NOTE: $KO selling, we bottoming ..money back to FAANG ? $SPY $DIA $QQQ $FB $NFLX $GOOGL $AAPL $TSLA"
145782657,BABA,Bullish,"$BABA Added on bounce off lows, BABA is ready to move higher, PT &gt;$212"
